ID,Project,SITE.SAMPLE.YEAR,SITE.SAMPLE.YEAR.WELL,SITE,Stream.Code,Reach,Reach.number,Site.number,Sample,Year,Technical.Replicate,Date,Arrival.Time,Weather.Ceiling,Weather.Precipitation,Water.Temperature.C,pH,Turbidity.NTU.,Habitat.Type,Stream.Width.m,Site.Length.m,Site.Width.m,Site.Area.m2,Wetted.Width.m,Transect.Depth.m,Transect.Flow.cms,Field.Gradient.percent,EF.Conductivity.uS.cm,eDNA.Sampling.Location,eDNA.Water.Sampling.Depth.cm,eDNA.Total.Water.Depth.m,eDNA.Distance.from.Shore.m,eDNA.Filtering.Location,eDNA.Filter.Pore.Size.um,eDNA.Filters.Preserved.In,eDNA.Sample.Collection.Start.Time,eDNA.Sample.Collection.End.Time,eDNA.Volume.Filtered.L,Fish.Total.Biomass.g,Fish.Biomass.g.m2,Fish.Abundance,Fish.Abundance.fish.m2,Fish.Avg.Length.mm,Fish.Avg.Mass.g,CO.Total.Biomass.g,CO.Biomass.g.m2,CO.Abundance,CO.Abundance.fish.m2,CO.Avg.Length.mm,CO.Avg.Mass.g,CT.Total.Biomass.g,CT.Biomass.g.m2,CT.Abundance,CT.Abundance.fish.m2,CT.Avg.Length.mm,CT.Avg.Mass.g,RB.Total.Biomass.g,RB.Biomass.g.m2,RB.Abundance,RB.Abundance.fish.m2,RB.Avg.Length.mm,RB.Avg.Mass.g,River.Year,SITE,Sort.Code,Sample.replicate,Lab.Code,DPN,qPCR.Run.int,Well.int,DNA.int,Transformed.int,Score.int,qPCR.Run.ef,Well.ef,DNA.ef,Transformed.ef,Score.ef,Lab.Call.ef,qPCR.Run.cl,Well.cl,DNA.cl,Transformed.cl,Score.cl,Lab.Call.cl,qPCR.Run.ki,Well.ki,DNA.ki,Transformed.ki,Score.ki,Lab.Call.ki,qPCR.Run.my,Well.my,DNA.my,Transformed.my,Score.my,Lab.Call.my,Spacer
437,Ecofish Salmonids,DDD-DVeDNA01-A-2017,DDD-DVeDNA01-A-2017-E07,DDD-DVeDNA01,DDD,Diversion,6,1,A,2017,5,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:30:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,31,A,DV01-1-A,7,NA,NA,NA,NA,NA,020119LCB2H,E07,32.99,17.01,1,Y,052819MJA1A,E7,0,0,0,N,052919MJA3A,E7,0,0,0,N,013019LCB1H,E07,45.39,4.61,1,Y,31
438,Ecofish Salmonids,DDD-DVeDNA01-A-2017,DDD-DVeDNA01-A-2017-F07,DDD-DVeDNA01,DDD,Diversion,6,1,A,2017,6,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:30:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,31,A,DV01-1-A,7,NA,NA,NA,NA,NA,020119LCB2H,F07,34.47,15.53,1,Y,052819MJA1A,F7,0,0,0,N,052919MJA3A,F7,0,0,0,N,013019LCB1H,F07,0,0,0,Y,31
439,Ecofish Salmonids,DDD-DVeDNA01-A-2017,DDD-DVeDNA01-A-2017-G07,DDD-DVeDNA01,DDD,Diversion,6,1,A,2017,7,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:30:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,31,A,DV01-1-A,7,NA,NA,NA,NA,NA,020119LCB2H,G07,33.18,16.82,1,Y,052819MJA1A,G7,0,0,0,N,052919MJA3A,G7,0,0,0,N,013019LCB1H,G07,48.39,1.61,1,Y,31
440,Ecofish Salmonids,DDD-DVeDNA01-A-2017,DDD-DVeDNA01-A-2017-H07,DDD-DVeDNA01,DDD,Diversion,6,1,A,2017,8,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:30:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,31,A,DV01-1-A,7,NA,NA,NA,NA,NA,020119LCB2H,H07,34.16,15.84,1,Y,052819MJA1A,H7,0,0,0,N,052919MJA3A,H7,0,0,0,N,013019LCB1H,H07,0,0,0,Y,31
441,Ecofish Salmonids,DDD-DVeDNA01-A-2018,DDD-DVeDNA01-A-2018-A09,DDD-DVeDNA01,DDD,Diversion,6,1,A,2018,1,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,16,A,DV01-1-A,19,012919LCB2G,E09,25.27,24.73,1,020119LCB2G,A09,36.83,13.17,1,Y,052819MJA1B,A7,0,0,0,N,052919MJA3B,A7,0,0,0,N,013019LCB2F,A09,0,0,0,N,16
442,Ecofish Salmonids,DDD-DVeDNA01-A-2018,DDD-DVeDNA01-A-2018-B09,DDD-DVeDNA01,DDD,Diversion,6,1,A,2018,2,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,16,A,DV01-1-A,19,012919LCB2G,F09,25.17,24.83,1,020119LCB2G,B09,37.45,12.55,1,Y,052819MJA1B,B7,0,0,0,N,052919MJA3B,B7,0,0,0,N,013019LCB2F,B09,0,0,0,N,16
443,Ecofish Salmonids,DDD-DVeDNA01-A-2018,DDD-DVeDNA01-A-2018-C09,DDD-DVeDNA01,DDD,Diversion,6,1,A,2018,3,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,16,A,DV01-1-A,19,012919LCB2G,G09,25.14,24.86,1,020119LCB2G,C09,0,0,0,Y,052819MJA1B,C7,0,0,0,N,052919MJA3B,C7,0,0,0,N,013019LCB2F,C09,0,0,0,N,16
444,Ecofish Salmonids,DDD-DVeDNA01-A-2018,DDD-DVeDNA01-A-2018-D09,DDD-DVeDNA01,DDD,Diversion,6,1,A,2018,4,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,16,A,DV01-1-A,19,012919LCB2G,H09,25.91,24.09,1,020119LCB2G,D09,0,0,0,Y,052819MJA1B,D7,0,0,0,N,052919MJA3B,D7,0,0,0,N,013019LCB2F,D09,0,0,0,N,16
445,Ecofish Salmonids,DDD-DVeDNA01-A-2018,DDD-DVeDNA01-A-2018-E09,DDD-DVeDNA01,DDD,Diversion,6,1,A,2018,5,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,16,A,DV01-1-A,19,NA,NA,NA,NA,NA,020119LCB2G,E09,0,0,0,Y,052819MJA1B,E7,0,0,0,N,052919MJA3B,E7,0,0,0,N,013019LCB2F,E09,0,0,0,N,16
446,Ecofish Salmonids,DDD-DVeDNA01-A-2018,DDD-DVeDNA01-A-2018-F09,DDD-DVeDNA01,DDD,Diversion,6,1,A,2018,6,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,16,A,DV01-1-A,19,NA,NA,NA,NA,NA,020119LCB2G,F09,38.82,11.18,1,Y,052819MJA1B,F7,0,0,0,N,052919MJA3B,F7,0,0,0,N,013019LCB2F,F09,0,0,0,N,16
447,Ecofish Salmonids,DDD-DVeDNA01-A-2018,DDD-DVeDNA01-A-2018-G09,DDD-DVeDNA01,DDD,Diversion,6,1,A,2018,7,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,16,A,DV01-1-A,19,NA,NA,NA,NA,NA,020119LCB2G,G09,46.98,3.02,1,Y,052819MJA1B,G7,0,0,0,N,052919MJA3B,G7,0,0,0,N,013019LCB2F,G09,0,0,0,N,16
448,Ecofish Salmonids,DDD-DVeDNA01-A-2018,DDD-DVeDNA01-A-2018-H09,DDD-DVeDNA01,DDD,Diversion,6,1,A,2018,8,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,16,A,DV01-1-A,19,NA,NA,NA,NA,NA,020119LCB2G,H09,39.26,10.74,1,Y,052819MJA1B,H7,0,0,0,N,052919MJA3B,H7,0,0,0,N,013019LCB2F,H09,0,0,0,N,16
449,Ecofish Salmonids,DDD-DVeDNA01-B-2017,DDD-DVeDNA01-B-2017-A04,DDD-DVeDNA01,DDD,Diversion,6,1,B,2017,1,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:50:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,32,B,DV01-1-B,4,012919LCB2G,A04,19.55,30.45,1,020119LCB2H,A04,32.93,17.07,1,Y,052819MJA1A,A4,0,0,0,N,052919MJA3A,A4,0,0,0,N,013019LCB1H,A04,47,3,1,Y,32
450,Ecofish Salmonids,DDD-DVeDNA01-B-2017,DDD-DVeDNA01-B-2017-B04,DDD-DVeDNA01,DDD,Diversion,6,1,B,2017,2,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:50:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,32,B,DV01-1-B,4,012919LCB2G,B04,19.29,30.71,1,020119LCB2H,B04,33.56,16.44,1,Y,052819MJA1A,B4,0,0,0,N,052919MJA3A,B4,0,0,0,N,013019LCB1H,B04,0,0,0,Y,32
451,Ecofish Salmonids,DDD-DVeDNA01-B-2017,DDD-DVeDNA01-B-2017-C04,DDD-DVeDNA01,DDD,Diversion,6,1,B,2017,3,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:50:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,32,B,DV01-1-B,4,012919LCB2G,C04,19.19,30.81,1,020119LCB2H,C04,33.54,16.46,1,Y,052819MJA1A,C4,0,0,0,N,052919MJA3A,C4,0,0,0,N,013019LCB1H,C04,44.54,5.46,1,Y,32
452,Ecofish Salmonids,DDD-DVeDNA01-B-2017,DDD-DVeDNA01-B-2017-D04,DDD-DVeDNA01,DDD,Diversion,6,1,B,2017,4,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:50:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,32,B,DV01-1-B,4,012919LCB2G,D04,19.28,30.72,1,020119LCB2H,D04,32.79,17.21,1,Y,052819MJA1A,D4,0,0,0,N,052919MJA3A,D4,0,0,0,N,013019LCB1H,D04,0,0,0,Y,32
453,Ecofish Salmonids,DDD-DVeDNA01-B-2017,DDD-DVeDNA01-B-2017-E04,DDD-DVeDNA01,DDD,Diversion,6,1,B,2017,5,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:50:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,32,B,DV01-1-B,4,NA,NA,NA,NA,NA,020119LCB2H,E04,33.54,16.46,1,Y,052819MJA1A,E4,0,0,0,N,052919MJA3A,E4,0,0,0,N,013019LCB1H,E04,48.84,1.16,1,Y,32
454,Ecofish Salmonids,DDD-DVeDNA01-B-2017,DDD-DVeDNA01-B-2017-F04,DDD-DVeDNA01,DDD,Diversion,6,1,B,2017,6,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:50:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,32,B,DV01-1-B,4,NA,NA,NA,NA,NA,020119LCB2H,F04,32.75,17.25,1,Y,052819MJA1A,F4,0,0,0,N,052919MJA3A,F4,0,0,0,N,013019LCB1H,F04,46.51,3.49,1,Y,32
455,Ecofish Salmonids,DDD-DVeDNA01-B-2017,DDD-DVeDNA01-B-2017-G04,DDD-DVeDNA01,DDD,Diversion,6,1,B,2017,7,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:50:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,32,B,DV01-1-B,4,NA,NA,NA,NA,NA,020119LCB2H,G04,33.27,16.73,1,Y,052819MJA1A,G4,0,0,0,N,052919MJA3A,G4,0,0,0,N,013019LCB1H,G04,45.04,4.96,1,Y,32
456,Ecofish Salmonids,DDD-DVeDNA01-B-2017,DDD-DVeDNA01-B-2017-H04,DDD-DVeDNA01,DDD,Diversion,6,1,B,2017,8,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,20:50:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,32,B,DV01-1-B,4,NA,NA,NA,NA,NA,020119LCB2H,H04,33.28,16.72,1,Y,052819MJA1A,H4,0,0,0,N,052919MJA3A,H4,0,0,0,N,013019LCB1H,H04,0,0,0,Y,32
457,Ecofish Salmonids,DDD-DVeDNA01-B-2018,DDD-DVeDNA01-B-2018-A02,DDD-DVeDNA01,DDD,Diversion,6,1,B,2018,1,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,17,B,DV01-1-B,2,012919LCB2G,A02,23.4,26.6,1,020119LCB2H,A02,0,0,0,Y,052819MJA1A,A2,0,0,0,N,052919MJA3A,A2,0,0,0,N,013019LCB1H,A02,0,0,0,N,17
458,Ecofish Salmonids,DDD-DVeDNA01-B-2018,DDD-DVeDNA01-B-2018-B02,DDD-DVeDNA01,DDD,Diversion,6,1,B,2018,2,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,17,B,DV01-1-B,2,012919LCB2G,B02,23.42,26.58,1,020119LCB2H,B02,38.42,11.58,1,Y,052819MJA1A,B2,0,0,0,N,052919MJA3A,B2,0,0,0,N,013019LCB1H,B02,0,0,0,N,17
459,Ecofish Salmonids,DDD-DVeDNA01-B-2018,DDD-DVeDNA01-B-2018-C02,DDD-DVeDNA01,DDD,Diversion,6,1,B,2018,3,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,17,B,DV01-1-B,2,012919LCB2G,C02,23.15,26.85,1,020119LCB2H,C02,37.67,12.33,1,Y,052819MJA1A,C2,0,0,0,N,052919MJA3A,C2,0,0,0,N,013019LCB1H,C02,0,0,0,N,17
460,Ecofish Salmonids,DDD-DVeDNA01-B-2018,DDD-DVeDNA01-B-2018-D02,DDD-DVeDNA01,DDD,Diversion,6,1,B,2018,4,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,17,B,DV01-1-B,2,012919LCB2G,D02,23.27,26.73,1,020119LCB2H,D02,37.44,12.56,1,Y,052819MJA1A,D2,0,0,0,N,052919MJA3A,D2,0,0,0,N,013019LCB1H,D02,0,0,0,N,17
461,Ecofish Salmonids,DDD-DVeDNA01-B-2018,DDD-DVeDNA01-B-2018-E02,DDD-DVeDNA01,DDD,Diversion,6,1,B,2018,5,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,17,B,DV01-1-B,2,NA,NA,NA,NA,NA,020119LCB2H,E02,39.18,10.82,1,Y,052819MJA1A,E2,0,0,0,N,052919MJA3A,E2,0,0,0,N,013019LCB1H,E02,0,0,0,N,17
462,Ecofish Salmonids,DDD-DVeDNA01-B-2018,DDD-DVeDNA01-B-2018-F02,DDD-DVeDNA01,DDD,Diversion,6,1,B,2018,6,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,17,B,DV01-1-B,2,NA,NA,NA,NA,NA,020119LCB2H,F02,42.25,7.75,1,Y,052819MJA1A,F2,0,0,0,N,052919MJA3A,F2,0,0,0,N,013019LCB1H,F02,0,0,0,N,17
463,Ecofish Salmonids,DDD-DVeDNA01-B-2018,DDD-DVeDNA01-B-2018-G02,DDD-DVeDNA01,DDD,Diversion,6,1,B,2018,7,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,17,B,DV01-1-B,2,NA,NA,NA,NA,NA,020119LCB2H,G02,35.85,14.15,1,Y,052819MJA1A,G2,0,0,0,N,052919MJA3A,G2,0,0,0,N,013019LCB1H,G02,0,0,0,N,17
464,Ecofish Salmonids,DDD-DVeDNA01-B-2018,DDD-DVeDNA01-B-2018-H02,DDD-DVeDNA01,DDD,Diversion,6,1,B,2018,8,9/26/2018,7:50:00,Sunny,Dry,9.5,8.3,NA,Cascade,22,10.1,8.63,87.2,29.9,0.32,3.78,NA,20,stream margin RL,5,0.5,1,streamside,1,silica desiccant,7:55:00,8:03:00,2,176.3,2.0,17,0.2,70.8,10.4,176.3,2.0,17.0,0.2,70.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,176.3,2.0,17.0,0.2,70.8,10.4,DDD 2018,DDD-DVeDNA01,17,B,DV01-1-B,2,NA,NA,NA,NA,NA,020119LCB2H,H02,35.75,14.25,1,Y,052819MJA1A,H2,0,0,0,N,052919MJA3A,H2,0,0,0,N,013019LCB1H,H02,0,0,0,N,17
465,Ecofish Salmonids,DDD-DVeDNA01-C-2017,DDD-DVeDNA01-C-2017-A08,DDD-DVeDNA01,DDD,Diversion,6,1,C,2017,1,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,21:10:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,33,C,DV01-1-C,28,012919LCB2F,A08,19.34,30.66,1,020119LCB2F,A08,33.4,16.6,1,Y,052919MJA1A,A5,0,0,0,N,052919MJA2A,A5,0,0,0,N,020119LCB1F,A08,49.24,0.76,1,Y,33
466,Ecofish Salmonids,DDD-DVeDNA01-C-2017,DDD-DVeDNA01-C-2017-B08,DDD-DVeDNA01,DDD,Diversion,6,1,C,2017,2,9/23/2017,14:00:00,Mostly Cloudy,Dry,11.3,7.8,NA,Chute,21.9,10.25,7.9,81.0,21.93,0.32,1.87,12,20,thalweg,5,0.7,3,lab,0.45,silica desiccant,14:00:00,21:10:00,2,183.9,2.3,30,0.4,60.7,6.1,168.1,2.1,9.0,0.1,99.9,18.7,0.0,0.0,0.0,0.0,0.0,0.0,168.1,2.1,9.0,0.1,99.9,18.7,DDD 2017,DDD-DVeDNA01,33,C,DV01-1-C,28,012919LCB2F,B08,19.05,30.95,1,020119LCB2F,B08,34.03,15.97,1,Y,052919MJA1A,B5,0,0,0,N,052919MJA2A,B5,0,0,0,N,020119LCB1F,B08,45.8,4.2,1,Y,33
